Save,Message,Type,User Status,銷售文件類型,訂單,物料,物料說明,項目數量,收貨數量,基本開始日期,基本完成日期,上線日,系統料齊日,料齊日(生管),TEST上線日,逾期代碼,逾期說明,工單備註
,,MO,ZRTC,93E1,93E122090193,93-41050-A21E,Dell Embedded Gateway EGW-3200-KR44F,23,23,2022-09-06 00:00:00,2022-10-07 00:00:00,2022-09-12 00:00:00,2022-09-08 00:00:00,2022-09-07 00:00:00,,2.生產異常,"HOLD待更換天線,不良*1(ANT天線會轉動，RD借出面板跟天線分析)","DEV-0043788，2022/09/23,59-44835-A010"
,,MO,ZRTC,93E1,93E122010071,93-41045-D61E,Dell Embedded Gateway EGW-5200-5DM66,23,23,2021-12-08 00:00:00,2022-01-05 00:00:00,2021-12-23 00:00:00,2021-12-28 00:00:00,2021-12-17 00:00:00,,,,"DEV-0040578,DEV-0040716,2021/12/29,85-44833-A00E押12/17"
,,MO,ZRTC,93N1,93N121070367,AG-M9043-60210,M9043-60210,23,23,2021-07-02 00:00:00,2021-07-27 00:00:00,2021-07-09 00:00:00,,2021-06-30 00:00:00,,,,"DEV-0038366,DEV-0038330,SRR-011722,2021/2/26,Keysight-PX(new)(9302-2021030029)"
,,MO,ZRTC,93E1,93E121050083,93-SH201-201E,Image System PC Sku3,23,23,2021-05-10 00:00:00,2021-05-18 00:00:00,2021-05-13 00:00:00,2021-05-12 00:00:00,2021-05-10 00:00:00,,,,"DEV-0037387,2021/08/25,59-7C003-1010/55-A2056-002E/55-A2057-001E/55-A2058-000E/55-A2059-001E均有庫存 (93E1-2021060129)"
,,MO,ZRTC,93N1,93N122030361,93-70423-5020,PXIS-2719A,23,23,2022-02-16 00:00:00,2022-04-12 00:00:00,2022-04-06 00:00:00,,2022-04-01 00:00:00,,,,93-70423-5020-2022/03/09
,,MO,ZRTC,93E1,93E125060224,9B-D2101-0090,MLC8 Standard rear chassis,23,23,2025-07-12 00:00:00,2025-07-21 00:00:00,2025-07-12 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,,,,6/6(3/25入)，59-A1025-0080
,,MO,ZRTC,93E1,93E123060308,93-SHT01-111E,Triton S1 RCP,23,23,2023-09-05 00:00:00,2023-09-11 00:00:00,2023-09-05 00:00:00,2024-01-29 00:00:00,2023-09-04 00:00:00,,5.工程變更,DCN-058321  30-01646-0000-A0 新料,5/3->8/11，加價25%不能收PPV，59-A2055-101E+55-A2060-000E+55-A2061-000E
,,MO,ZRTC,93E1,93E123060203,IPC-101N5-T003,RK410CW-13E2-E43_IT003,23,23,2023-06-03 00:00:00,2023-06-09 00:00:00,2023-06-03 00:00:00,2023-06-03 00:00:00,2023-06-02 00:00:00,,,,"2023/06/16,91-41809-0070->0060+91-46709-0040"
,,MO,ZRTC,93N1,93N123020317,93-41050-AD20,Dell Embedded Gateway EGW-3200-2M7NN,23,23,2023-01-31 00:00:00,2023-02-07 00:00:00,2023-01-31 00:00:00,2023-01-31 00:00:00,2023-01-30 00:00:00,,,,2023/02/16，APJ，59-44835-A220 X01*172
,,MO,ZRTC,93N1,93N122090303,93-41044-1210Z-10,MVP-612A-1E/M16G,23,23,2022-10-28 00:00:00,2022-11-03 00:00:00,2022-10-31 00:00:00,2022-10-27 00:00:00,2022-10-27 00:00:00,,,,"2022/09/28,TPC-41044-0300,SH:58-99532-0010(10/12*14,10/28*23)+58-99529-0010Z(10/12*23,10/28*14)"
,,MO,ZRTC,93N1,93N122080565,93-41045-D240,Dell Embedded Gateway EGW-5200-3DX0M,23,23,2022-08-03 00:00:00,2022-08-30 00:00:00,2022-08-25 00:00:00,2022-08-24 00:00:00,2022-08-24 00:00:00,,,,"2022/08/26,85-44833-A010"
,,MO,ZRTC,93E1,93E122030228,93-41R01-000E,"ROScube Pico TGL, RQP-T37",23,23,2022-01-03 00:00:00,2022-03-07 00:00:00,2022-02-25 00:00:00,2022-02-24 00:00:00,2022-02-14 00:00:00,,,,"1+N,2021/11/10"
,,MO,ZRTC,93E1,93E125030117,93-D2102-030E,MLC-M111,23,23,2025-03-13 00:00:00,2025-05-26 00:00:00,2025-03-13 00:00:00,2025-05-16 00:00:00,2025-02-24 00:00:00,,2.生產異常,缺5C-29022-0000 DMDA無庫存可換,1+N， (3/10-3/12)驗證
,,MO,ZRTC,93E1,93E125060312,93-41052-2A1E-10,MVP-5209RF/M128G/MS2T/S4T/W11P/230W/HAL,23,23,2025-07-08 00:00:00,2025-07-14 00:00:00,2025-07-08 00:00:00,,2025-07-07 00:00:00,,,,"[Jun.]收單:2025/05/08,SH:58-99605-1010(STK)+58-99609-0020(STK)"
,,MO,ZRTC,93E1,93E124060145,93-F0109-020E,EVP-1000-E4_SKU1_IPC Barebone,23,23,2024-07-08 00:00:00,2024-07-15 00:00:00,2024-07-08 00:00:00,2024-07-09 00:00:00,2024-06-27 00:00:00,,,,"[1+N][掃貨][FSRR-0003740],Erica,55-66604-0110+55-66945-0110+59-66053-011E"
,,MO,ZRTC,93R1,93R124110139,93-41055-200E,MXE-231/M16G/256G/EVERI,23,23,2024-11-22 00:00:00,2024-11-29 00:00:00,2024-11-22 00:00:00,,,,,,(4)BIOS 版本錯誤庫存重工
,,MO,ZRTC,93R1,93R124110117,93-F0109-0220,EVP-1000-E4_SKU1_IPC Barebone,23,23,2024-12-24 00:00:00,2025-04-30 00:00:00,2024-12-02 00:00:00,2025-02-12 00:00:00,,,5.工程變更,待PM更新SOP,(1)ECN-002761 須拆59重工
,,MO,ZRTC,93R1,93R123080113,93-41045-EA4E,Dell Embedded Gateway EGW-5200-X78D4,23,23,2023-08-23 00:00:00,2023-08-30 00:00:00,2023-08-23 00:00:00,2023-08-31 00:00:00,,,3.材料跳票,47-00241-0000-A0(20230908)H 倉庫未發補料包材,(1)DEV-0047973，DEV-0048114，DEV-0048143
,,MO,ZRTC,93R1,93R124080065,93-F0109-0210,EVP-1000-E4_SKU1_IPC Barebone,23,23,2024-08-15 00:00:00,2024-08-22 00:00:00,2024-08-15 00:00:00,,2024-08-09 00:00:00,,,,(1)過c4
,,MO,ZRTC,93E1,93E121120201,93-D1100-200E,System Tablet Controller SC-1 FG,23,23,2021-12-10 00:00:00,2021-12-20 00:00:00,2021-12-14 00:00:00,2021-12-10 00:00:00,2021-12-08 00:00:00,,,,
,,MO,ZRTC,93N1,93N123010033,93-70423-5020,PXIS-2719A,23,23,2023-02-07 00:00:00,2023-02-21 00:00:00,2023-02-07 00:00:00,2023-02-07 00:00:00,2023-02-15 00:00:00,,2.生產異常,"85-33323-2010未產出,燒機不良維修分析中*1，31-32307-0000 缺料未投產",
,,MO,ZRTC,93N1,93N124010313,93-41040-1E10,MXE-212/M4G/MT,22,22,2024-02-20 00:00:00,2024-02-23 00:00:00,2024-02-20 00:00:00,2024-02-20 00:00:00,2024-02-19 00:00:00,,,,"PD*1/12-Y*2/19(暫押做 PULLIN沒把握),收單:2024/01/03,SH:58-99519-1020"
,,MO,ZRTC,93E1,93E125050389,93-F0128-002E,ADi-SA3X-AD-Everi,22,22,2025-07-19 00:00:00,2025-07-25 00:00:00,2025-07-19 00:00:00,2025-07-14 00:00:00,,,5.工程變更,上蓋34-90404-0010-A0刮傷累計6PCS,"DEV-0054906， 5/27,85-67302-001E"
,,MO,ZRTC,93N1,93N125040327,93-41052-7A30,MVP-5205E-EVERI-160W,22,22,2025-04-12 00:00:00,2025-04-17 00:00:00,2025-04-12 00:00:00,2025-04-15 00:00:00,2025-04-11 00:00:00,,,,"DEV-0053837,[50u/daily]收單:2025/02/04,SH:91-44838-3030(改58-99605-0010)+91-66884-0010"
,,MO,ZRTC,93E1,93E125010070,93-F0093-404E,Zoetis Vetscan HUB-EU,22,22,2025-02-04 00:00:00,2025-02-24 00:00:00,2025-02-04 00:00:00,2025-02-05 00:00:00,2025-01-20 00:00:00,,2.生產異常,"螢幕有白點異常,停線中",DEV-0053326，DEV-0053156，12/31，85-A1021-0510，系*48/天
,,MO,ZRTC,93N1,93N124100568,AG-M9505A-CFG002,M9505A-CFG002,22,22,2024-11-20 00:00:00,2024-11-27 00:00:00,2024-11-20 00:00:00,2024-11-19 00:00:00,2024-11-19 00:00:00,,3.材料跳票,5C-56005-0000拔工單開工日延後至11月,DEV-0052532 DEV-0052658
,,MO,ZRTC,93E1,93E124090375,93-41056-000E,ADM-AL30/ RTX 4000 SFF/128G,22,22,2024-10-04 00:00:00,2024-11-01 00:00:00,2024-10-04 00:00:00,2024-10-05 00:00:00,2024-10-02 00:00:00,,2.生產異常,LAN1功能不良+吃錫異常:20-6200A-0120(待掃貨換料)9/23>10/18(暫),"DEV-0052013(93E124080080+93E124090375),chloe:不需驗證"
,,MO,ZRTC,93E1,93E124070246,93-F0116-100E,GM-270SG/KGI,22,22,2024-10-21 00:00:00,2024-11-29 00:00:00,2024-10-21 00:00:00,2024-11-13 00:00:00,,,5.工程變更,6/21改FW待PM通知投產34-35396-0000-A0*1 (凹痕露底材)37-10210-0000-A0*1 (,DEV-0051895，4/24，55-A9000-021E+59-7B501-0040(系統*14倍數)，系*28
,,MO,ZRTC,93E1,93E124010253,93-F0064-113C,"R4600-3A2,CC",22,22,2024-02-19 00:00:00,2024-02-22 00:00:00,2024-02-19 00:00:00,2024-03-11 00:00:00,2024-02-18 00:00:00,,5.工程變更,"29-6BC00-L490材料設變,交期1/22>3/22","DEV-0049739,29-6BC00-L490/32-60005-1000-A0,與RD確認coating修改內容，再重新確認交期"
,,MO,ZRTC,93N1,93N123110185,93-P6000-B010,OM-215,22,22,2023-10-23 00:00:00,2023-10-27 00:00:00,2023-10-23 00:00:00,2023-10-24 00:00:00,2023-10-20 00:00:00,,,,DEV-0048544，2023/11/20，無卡M002
,,MO,ZRTC,93E1,93E123090315,93-F0064-112C,"R4600-3A2,CC",22,22,2023-09-20 00:00:00,2023-09-25 00:00:00,2023-09-20 00:00:00,2023-09-21 00:00:00,2023-09-18 00:00:00,,,,DEV-0048238
,,MO,ZRTC,93E1,93E123070454,93-D2102-110E,MLC-M102,22,22,2023-08-02 00:00:00,2023-08-07 00:00:00,2023-08-02 00:00:00,2023-08-05 00:00:00,2023-07-14 00:00:00,,9.其它,W2 WMS,DEV-0047723 DEV-0047588，2023/06/14， 85-A1027-3410 7/7入庫，30PCS/天
,,MO,ZRTC,93E1,93E123070364,93-41045-E94E,Dell Embedded Gateway EGW-5200-1RK8J,22,22,2023-07-19 00:00:00,2023-07-24 00:00:00,2023-07-19 00:00:00,,2023-07-05 00:00:00,,9.其它,W1 WMS WMS問題,DEV-0047401，2023/07/13，85-44833-AE20
,,MO,ZRTC,93E1,93E123070210,IPC-1170M-0008,RK620W-M45H_I0008,22,22,2023-06-24 00:00:00,2023-06-28 00:00:00,2023-06-24 00:00:00,2023-06-26 00:00:00,2023-06-20 00:00:00,,,,"DEV-0046993+DEV-0047097,2023/07/20,外購"
,,MO,ZRTC,93N1,93N122110160,93-41035-0280-10,MXC-6401D/M16G,22,22,2022-11-24 00:00:00,2022-11-30 00:00:00,2022-11-24 00:00:00,2022-11-23 00:00:00,2022-11-23 00:00:00,,,,"DEV-0044574,2022/12/15->2022/11/9,TPC-41035-0880,SH:58-99524-0010(11/18)+58-99475-0020(11/11)+58-99466-0010(2022/12/8)+58-99465-0"
,,MO,ZRTC,93E1,93E122080014,93-F0019-017C,Redflex NK7 Halo Computer 12MP CAM/CC,22,22,2022-07-21 00:00:00,2022-08-24 00:00:00,2022-08-18 00:00:00,2022-08-17 00:00:00,2022-08-17 00:00:00,,,,"DEV-0043545,5/3確認ppv,2022/08/24,85-66035-029E(55-66035-008E+59-72128-2510(60-72128-B1E0))+85-66932-000C(59-66932-000E)+93"
,,MO,ZRTC,93E1,93E122060296,93-F0101-101E,ADT Industrial IoT Gateway SPIIDER-P1000,22,22,2022-07-11 00:00:00,2022-07-21 00:00:00,2022-07-15 00:00:00,2022-07-15 00:00:00,2022-07-11 00:00:00,,4.製程銜接問題,待測試*22_7/20 19點前入庫*22,"DEV-0042506,#8867 1100005360/000070,需進階"
,,MO,ZRTC,93E1,93E122050122,93-SH201-202E,Image System PC Sku3,22,22,2022-04-14 00:00:00,2022-05-23 00:00:00,2022-05-18 00:00:00,,2022-05-17 00:00:00,,,(品質)59-A2056-0010測試異常,"DEV-0041865, DCN-0540055,5-A2058-0010(PCB為28連板)+55-A2059-0010(PCB為4連板)+59-7C003-1020+59-A2056-0010(PCB為3連板)+59-A2057-0010+上海58-99574-0010(特採改領用59-7A106-212E)"
,,MO,ZRTC,93E1,93E121120107,93-41050-A01E,Dell Embedded Gateway EGW-3200-XH0YG,22,22,2021-12-30 00:00:00,2022-02-14 00:00:00,2022-02-07 00:00:00,2022-01-14 00:00:00,2022-01-13 00:00:00,,4.製程銜接問題,(產線)已完成入庫*20，待測試*1，待QC*1,"DEV-0040057,2021/12/31(FSRR-0000533*26+FSRR-0000549*2),59-44835-A20E+55-49072-000E"
,,MO,ZRTC,93R1,93R125040139,93-F0114-0120,Verint Edge NVR w/o PoE ports,22,22,2025-05-05 00:00:00,2025-05-09 00:00:00,2025-05-05 00:00:00,,,,,,庫存重工換後窗
,,MO,ZRTC,93N1,93N123090313,93-D2302-1210,MLC-M303,22,22,2023-09-14 00:00:00,2023-09-19 00:00:00,2023-09-14 00:00:00,2023-09-15 00:00:00,2023-09-13 00:00:00,,,,客需:9/22，85-A1027-3410
,,MO,ZRTC,93N1,93N124050335,93-P8000-H410,GM-270S/IS,22,22,2024-07-10 00:00:00,2024-07-16 00:00:00,2024-07-10 00:00:00,2024-07-08 00:00:00,2024-07-05 00:00:00,,3.材料跳票,34-35208-1000-A0,拔工單:PD Keep5/20，5/17(3/22入單)，59-7B501-0040(系統*14倍數)
,,MO,ZREL,93E1,93E125070090,93-P1500-230E,"SP2-10WP-IMX8-8GB,32GB,12V,rear cover",22,22,2025-07-11 00:00:00,2025-07-16 00:00:00,2025-07-11 00:00:00,,2025-07-10 00:00:00,,,,"7/20FCST(3/19新增),59-A1033-1210"
,,MO,ZRTC,93E1,93E123060050,93-F0091-002E,Capsule Axon 2 – 1-port,22,22,2023-06-07 00:00:00,2023-06-15 00:00:00,2023-06-07 00:00:00,2023-06-07 00:00:00,2023-06-06 00:00:00,,,,6/1*22，59-66942-101E
,,MO,ZRTC,93E1,93E124060267,93-F0116-000E,GM-270S/KGI,22,22,2024-08-13 00:00:00,2024-08-21 00:00:00,2024-08-13 00:00:00,2024-11-04 00:00:00,2024-07-30 00:00:00,,5.工程變更,"6/21改FW待PM通知投產,PE驗證工單",4/24，55-A9000-021E +59-7B501-0040(系統*14倍數)，系*28
,,MO,ZRTC,93N1,93N122090195,93-D0501-B030,IMT-BT-FOR IM-R3,22,22,2022-12-12 00:00:00,2022-12-16 00:00:00,2022-12-12 00:00:00,2022-12-09 00:00:00,2022-12-09 00:00:00,,,,30pcs/D
,,MO,ZRTC,93E1,93E125030034,93-P1500-230E,"SP2-10WP-IMX8-8GB,32GB,12V,rear cover",22,22,2025-03-12 00:00:00,2025-03-18 00:00:00,2025-03-12 00:00:00,,2025-03-11 00:00:00,,3.材料跳票,鍵安 37-10281-0000-A0 磨傷,3/11(11/21入)，59-A1033-1210
,,MO,ZRTC,93E1,93E123070400,9B-D2101-0090,MLC8 Standard rear chassis,22,22,2023-07-24 00:00:00,2023-07-28 00:00:00,2023-07-24 00:00:00,2023-08-14 00:00:00,2023-07-19 00:00:00,,9.其它,W2 WMS,2023/06/28，59-A1025-0080
,,MO,ZRTC,93N1,93N123050292,93-SH201-1020,Image System PC Sku8 11514001,22,22,2023-05-03 00:00:00,2023-05-09 00:00:00,2023-05-03 00:00:00,2023-04-29 00:00:00,2023-04-28 00:00:00,,,,2023/05/04*80，A2058(28連)+A2059(4連)+58-99574-0020(上海)+59-7C003-1030(2連)+59-A2056(3連)+59-A2057，，燒機*14/天，系統*30
,,MO,ZRTC,93N1,93N123020307,93-41050-A320,Dell Embedded Gateway EGW-3200-VT5G6,22,22,2023-02-01 00:00:00,2023-02-07 00:00:00,2023-02-01 00:00:00,2023-02-02 00:00:00,2023-01-30 00:00:00,,,,2023/02/16，APJ，59-44835-A020 X01*93
,,MO,ZRTC,93E1,93E122060313,93-99780-800E,ADi-SA2X-CF-BABS/Aurify,22,22,2022-04-20 00:00:00,2022-06-28 00:00:00,2022-06-20 00:00:00,2022-06-20 00:00:00,2022-06-16 00:00:00,,,,"2022/2/22(@*6/30台/天)(死棋料76-54820-30Z0,2022/01/17),55(60-7B003-B050)+85+93(上海:59-66254-1610+59-66259-0020+59-66804-1710)"
,,MO,ZRTC,93N1,93N122110288,93-41050-A010,Dell Embedded Gateway EGW-3200-XH0YG,22,22,2022-12-01 00:00:00,2022-12-06 00:00:00,2022-12-01 00:00:00,2022-11-30 00:00:00,2022-11-29 00:00:00,,,,2022/11/18，55-49072-0010+59-44835-A210
,,MO,ZRTC,93N1,93N122070558,93-41045-D640,Dell Embedded Gateway EGW-5200-5DM66,22,22,2022-07-02 00:00:00,2022-08-15 00:00:00,2022-07-30 00:00:00,2022-07-29 00:00:00,2022-07-28 00:00:00,,,,"2022/08/19,85-44833-A010"
,,MO,ZRTC,93E1,93E122050286,93-F0023-003E,STR-TSPI7-070D,22,22,2022-05-09 00:00:00,2022-06-07 00:00:00,2022-05-30 00:00:00,2022-05-30 00:00:00,2022-05-26 00:00:00,,,,"2022/05/30(@*6/24台/天+請OP-Fiona提供外箱貼紙),59-66544-006E(客戶PPV)"
,,MO,ZRTC,93E1,93E122040443,93-F0023-003E,STR-TSPI7-070D,22,22,2022-05-05 00:00:00,2022-05-31 00:00:00,2022-05-25 00:00:00,,2022-05-24 00:00:00,,,,"2022/04/29(@*6/24台/天+請OP-Fiona提供外箱貼紙),59-66544-006E(客戶PPV)"
,,MO,ZRTC,93E1,93E121090014,93-99780-800E,ADi-SA2X-CF-BABS/Aurify,22,22,2021-08-02 00:00:00,2021-12-28 00:00:00,2021-09-25 00:00:00,2021-10-06 00:00:00,2021-08-31 00:00:00,,2.產品品質異常,(上海)上海進貨機箱水痕異常,"2021/08/20,55(60-7B003-B050庫存)+85-7B003-1100押8/27+93(上海:59-66254-1610押8/31+59-66259-0020庫存+59-66804-1710庫存)"
,,MO,ZRTC,93N1,93N121080009,93-F0074-0010,G42 Eagle PC/Data Modul,22,22,2021-07-23 00:00:00,2021-10-27 00:00:00,2021-10-16 00:00:00,2021-10-15 00:00:00,2021-10-08 00:00:00,,,,"2021/08/19,93-F0074-0010(59-79208-0010庫存+59-7A104-1C10押10/08)"
,,MO,ZRTC,93N1,93N124110106,93-41045-E550,Dell Embedded Gateway EGW-5200-0MKWWT,22,22,2024-10-14 00:00:00,2024-10-17 00:00:00,2024-10-14 00:00:00,2024-10-12 00:00:00,2024-10-11 00:00:00,,,,11/6
,,MO,ZRTC,93R1,93R123030143,93-F0083-0020,MMI-CP-100,22,22,2023-03-20 00:00:00,2023-03-24 00:00:00,2023-03-20 00:00:00,2023-04-11 00:00:00,,,,,(9)32-60033-0020-A0掉漆重工
,,MO,ZRTC,93R1,93R123070063,93-41042-0050,MCM-100,22,22,2023-07-25 00:00:00,2023-07-28 00:00:00,2023-07-25 00:00:00,,,,9.其它,W3 WMS問題,(5)庫存改機
,,MO,ZRTC,93R1,93R123010085,93-99B00-412E,I-AADP-64,22,22,2023-01-10 00:00:00,2023-01-19 00:00:00,2023-01-10 00:00:00,2023-01-09 00:00:00,,,,,(1)DEV-0045338
,,MO,ZRTC,93R1,93R122100108,93-F0089-414E,"EMP-510-i5,8GB,SSD 128GB,CT",22,22,2022-10-21 00:00:00,2022-11-07 00:00:00,2022-10-21 00:00:00,2022-10-21 00:00:00,2022-10-17 00:00:00,,,,(1)DCN-055677 DEV-0044349
,,MO,ZRTC,93N1,93N121080498,93-70423-5020,PXIS-2719A,22,22,2021-10-15 00:00:00,2021-12-02 00:00:00,2021-11-11 00:00:00,,2021-10-14 00:00:00,,2.產品品質異常,"(維修)85-33323-2010板卡不良缺1pcs,2pcs系統已排11/11測試尚未產出",
,,MO,ZRTC,93N1,93N122120296,93-70430-0260,PXES-2301/EU,22,22,2022-12-20 00:00:00,2022-12-23 00:00:00,2022-12-20 00:00:00,,2022-12-15 00:00:00,,,,
,,MO,ZRTC,93R1,93R123010119,93-F0089-5110,"EMP-510-6305E,8GB,SSD 128GB,CT",21,21,2023-01-19 00:00:00,2023-02-20 00:00:00,2023-01-19 00:00:00,,,,,,PN-169830，過C4
,,MO,ZRTC,93N1,93N121050392,TPC-41036-0680,TPC-41036-0680(MVP-6002),21,21,2021-05-18 00:00:00,2021-08-27 00:00:00,2021-08-20 00:00:00,2021-08-20 00:00:00,,,3.外單位前置作業未如期完成,(倉庫)有庫存未發料,Order No:2210001288/000030
,,MO,ZRTC,93N1,93N124100421,93-F0089-4110,"EMP-510-i5,8GB,SSD 128GB,CT",21,21,2024-11-14 00:00:00,2024-11-20 00:00:00,2024-11-14 00:00:00,2024-11-13 00:00:00,2024-11-13 00:00:00,,,,N-KEEP，10/31，59-66046-4120
,,MO,ZRTC,93E1,93E124100355,93-41056-001E,ADM-AL30/i9-12900E/RTX 4000 SFF/128G,21,21,2024-12-11 00:00:00,2024-12-25 00:00:00,2024-12-11 00:00:00,2024-12-18 00:00:00,2024-12-04 00:00:00,,6.客需變更,"客需會延後,待BCS簽完系統確切更新11/22>12/20(暫 外觀不良換料*1","DEV-0052362(下修22>21pcs),chloe"
,,MO,ZRTC,93E1,93E124040213,93-F0119-100E,B&R X20 Edge System (4G+TPM),21,21,2024-08-13 00:00:00,2024-08-16 00:00:00,2024-08-13 00:00:00,2024-08-13 00:00:00,2024-08-09 00:00:00,,9.其它,"平衡排程工時,8/13組裝技轉,缺貼紙週四到料","DEV-0051560,[FSRR-0003513],Erica,59-66946-100E"
,,MO,ZRTC,93E1,93E123070546,93-F0064-103C,"R4600-3A1, CC",21,21,2023-09-09 00:00:00,2023-10-18 00:00:00,2023-09-09 00:00:00,2023-12-20 00:00:00,2023-09-08 00:00:00,,2.生產異常,"特採未簽核完畢,已生產中,待維修*3","DEV-0048205,DMDA-29-6B800-L470"
,,MO,ZRTC,93E1,93E122040014,93-41050-A30E,Dell Embedded Gateway EGW-3200-VT5G6,21,21,2022-05-06 00:00:00,2022-07-12 00:00:00,2022-06-24 00:00:00,2022-06-23 00:00:00,2022-06-20 00:00:00,,,hold更新FW,"DEV-0042415,DEV-0042929,2022/07/20,"
,,MO,ZRTC,93E1,93E122040018,93-41050-AB0E,Dell Embedded Gateway EGW-3200-DX1TJ,21,21,2022-05-06 00:00:00,2022-07-12 00:00:00,2022-06-29 00:00:00,2022-06-29 00:00:00,2022-06-20 00:00:00,,,,"DEV-0042415,DEV-0042929,2022/07/20,"
,,MO,ZRTC,93E1,93E122040199,93-41045-D64E,Dell Embedded Gateway EGW-5200-5DM66,21,21,2022-03-18 00:00:00,2022-03-31 00:00:00,2022-03-31 00:00:00,2022-03-30 00:00:00,2022-03-22 00:00:00,,,,"DEV-0041778 2022/04/12,85N122040260(3/22完)"
,,MO,ZRTC,93E1,93E122030254,93-41045-D23E,Dell Embedded Gateway EGW-5200-3DX0M,21,21,2022-02-16 00:00:00,2022-03-09 00:00:00,2022-02-24 00:00:00,2022-02-23 00:00:00,2022-02-22 00:00:00,,,,"DEV-0041291,2022/03/10,85E121120233/85-44833-A00E(176)2/24,old"
,,MO,ZRTC,93E1,93E122050080,93-41R01-100E,"ROScube Pico TGL, RQP-T35",21,21,2022-04-12 00:00:00,2022-06-24 00:00:00,2022-06-13 00:00:00,2022-06-11 00:00:00,2022-05-25 00:00:00,,,,"DEV-0040879,2021/12/08"
,,MO,ZRTC,93E1,93E122010076,93-41045-DF1E,Dell Embedded Gateway EGW-5200-VRR9P,21,21,2021-12-10 00:00:00,2022-01-13 00:00:00,2021-12-27 00:00:00,2022-01-28 00:00:00,2021-12-27 00:00:00,,,,"DEV-0040578,2022/01/13,85-44833-A00E,85E121120139*93押12/27"
,,MO,ZRTC,93E1,93E122010075,93-41045-DF1E,Dell Embedded Gateway EGW-5200-VRR9P,21,21,2021-12-08 00:00:00,2022-01-12 00:00:00,2021-12-24 00:00:00,2021-12-25 00:00:00,2021-12-17 00:00:00,,,,"DEV-0040578,2021/12/29,85-44833-A00E押12/17"
,,MO,ZRTC,93E1,93E121100067,93-45201-070E,DLAP-4000/M32G/500W/Rheinmetall,21,21,2021-08-31 00:00:00,2022-01-14 00:00:00,2022-01-12 00:00:00,2022-01-04 00:00:00,2021-11-18 00:00:00,,6.其他,(產線)產能不足,"DEV-0039994,2021/09/06,上海:55-79411-1010庫存"
,,MO,ZRTC,93E1,93E121090181,93-41045-D20E,Dell Embedded Gateway EGW-5200-3DX0M,21,21,2021-07-15 00:00:00,2021-09-10 00:00:00,2021-09-03 00:00:00,2021-09-03 00:00:00,2021-08-31 00:00:00,,,(產品)特採變更測項,"DEV-0039145 DEV-0038791,2021/07/21(FSRR-0000521),59-44833-A01E與55-49074-000E與55-49075-000E庫存"
,,MO,ZRTC,93E1,93E121080005,93-60104-J03C,cPCIS-1202/TIU/TRU/G7,21,21,2021-07-10 00:00:00,2021-09-02 00:00:00,2021-08-10 00:00:00,2021-08-05 00:00:00,2021-07-14 00:00:00,,4.製程銜接問題,(產線)測試未如期產出,"DEV-0038566,2021/08/09,(9301-2021050135)"
,,MO,ZRTC,93N1,93N122030769,93-D0501-B020,IMT-BT-FOR IM-R2,21,21,2022-01-10 00:00:00,2022-06-30 00:00:00,2022-06-27 00:00:00,2022-04-07 00:00:00,2022-05-16 00:00:00,,5.產品設計問題,(維修)59-A1012-3030拆退重工,廠商回廠的鐵件沒有電池及鏡頭模組
,,MO,ZRTC,93E1,93E125050346,93-41053-0A1E,MVP-6229RF/M128G/MS2T/S4T/W11P/230W/HAL,21,21,2025-05-23 00:00:00,2025-05-27 00:00:00,2025-05-23 00:00:00,2025-05-22 00:00:00,2025-05-21 00:00:00,,,,"收單:2025/02/26,SH:58-99604-200E(STK)+58-99532-0010(STK)+58-99609-0020(5/16)"
,,MO,ZRTC,93E1,93E124070160,93-45103-090E,DLAP-211-Orin NX 8GB/5-Year Warranty,21,21,2024-06-24 00:00:00,2024-06-26 00:00:00,2024-06-24 00:00:00,2024-06-26 00:00:00,2024-06-21 00:00:00,,,,"9V-6月,59-77B05-0060"
,,MO,ZRTC,93E1,93E123080220,93-SHT01-101E,Triton S1 CCP,21,21,2023-09-05 00:00:00,2023-10-27 00:00:00,2023-09-05 00:00:00,2023-10-20 00:00:00,2023-09-01 00:00:00,,3.材料跳票,缺5C-29007-0000,5/3->8/11，加價25%不能收PPV，59-A2055-0010 S*24+55-A2060-000E S*91+55-A2061-000E S*88
,,MO,ZRTC,93N1,93N124050228,93-SH201-1020,Image System PC Sku8 11514001,21,21,2024-06-17 00:00:00,2024-06-21 00:00:00,2024-06-17 00:00:00,2024-06-19 00:00:00,2024-06-12 00:00:00,,6.客需變更,5/23->6/27,5/23->6/27，A2058(28連)+A2059(4連)+58-99574-0020(上海)+59-7C003-1030(2連)+59-A2056(3連)+59-A2057，燒機*14/天，系統*25
,,MO,ZRTC,93N1,93N123030462,93-41045-D250,Dell Embedded Gateway EGW-5200-03DX0M,21,21,2023-03-06 00:00:00,2023-03-09 00:00:00,2023-03-06 00:00:00,2023-03-07 00:00:00,2023-03-03 00:00:00,,,,2023/03/14
,,MO,ZRTC,93N1,93N122060585,93-41045-D640,Dell Embedded Gateway EGW-5200-5DM66,21,21,2022-07-26 00:00:00,2022-08-10 00:00:00,2022-08-02 00:00:00,2022-08-01 00:00:00,2022-07-28 00:00:00,,,,"2022/08/26,85-44833-A010"
